id_time,id_city,id_product,spot,min,max,average,_id
8,2,8,Carnicería,3598,3598,3598.0,271
8,1,9,Carnicería,6980,9490,7801.8,272
8,2,9,Carnicería,5990,7900,7130.0,273
8,1,10,Carnicería,4500,5500,5235.71,274
8,2,10,Carnicería,4980,5500,5160.0,275
8,1,11,Carnicería,6490,8990,7541.8,276
8,2,11,Carnicería,5990,7500,6796.67,277
8,1,12,Carnicería,6980,8990,7621.8,278
8,2,12,Carnicería,5990,7900,7130.0,279
8,1,15,Carnicería,1598,1750,1682.0,280
8,2,15,Carnicería,1798,1798,1798.0,281
8,1,16,Carnicería,4990,6000,5559.8,282
8,2,16,Carnicería,4980,5700,5393.33,283
8,1,17,Carnicería,1998,3390,2455.67,284
8,2,17,Carnicería,2488,2488,2488.0,285
8,1,18,Carnicería,1990,2280,2060.67,286
8,2,18,Carnicería,1890,1890,1890.0,287
8,1,19,Carnicería,4998,5990,5599.8,288
8,2,19,Carnicería,4980,5700,5393.33,289
8,1,20,Carnicería,4990,5990,5539.8,290
8,2,20,Carnicería,4980,5700,5393.33,291
8,1,21,Carnicería,4998,5990,5599.8,292
8,2,21,Carnicería,4980,5700,5393.33,293
8,1,22,Carnicería,4500,5500,5102.0,294
8,2,22,Carnicería,4980,5500,5160.0,295
8,1,23,Carnicería,3980,5490,4602.0,296
8,2,23,Carnicería,4600,5000,4860.0,297
9,1,1,Carnicería,4880,5500,5208.0,298
9,2,1,Carnicería,4790,5500,5096.67,299
9,1,2,Carnicería,4698,5500,5133.86,300
9,2,2,Carnicería,4790,5500,5096.67,301
9,1,3,Carnicería,5990,7490,6446.33,302
9,2,3,Carnicería,5700,6290,5993.33,303
9,1,4,Carnicería,3298,4480,3790.83,304
9,2,4,Carnicería,2790,3398,3094.0,305
9,1,6,Carnicería,3290,3980,3516.5,306
9,2,6,Carnicería,2990,3098,3044.0,307
9,1,7,Carnicería,2780,4280,3149.2,308
9,2,7,Carnicería,2490,2490,2490.0,309
9,1,8,Carnicería,2990,4280,3453.2,310
9,2,8,Carnicería,2790,2998,2894.0,311
9,1,9,Carnicería,7500,9490,8062.57,312
9,2,9,Carnicería,7500,7990,7796.67,313
9,1,10,Carnicería,4890,5500,5221.67,314
9,2,10,Carnicería,4790,5500,5096.67,315
9,1,11,Carnicería,6980,8990,7776.86,316
9,2,11,Carnicería,7500,7990,7796.67,317
9,1,12,Carnicería,6980,8990,7776.86,318
9,2,12,Carnicería,7500,7990,7796.67,319
9,1,15,Carnicería,1598,1798,1715.33,320
9,2,15,Carnicería,1998,1998,1998.0,321
9,1,16,Carnicería,4998,6000,5624.0,322
9,2,16,Carnicería,5290,5700,5496.67,323
9,1,17,Carnicería,1998,2390,2189.0,324
9,2,17,Carnicería,2498,2498,2498.0,325
9,1,18,Carnicería,1980,2280,2040.67,326
9,2,18,Carnicería,1898,1898,1898.0,327
9,1,19,Carnicería,4998,5990,5638.29,328
9,2,19,Carnicería,5500,5700,5630.0,329
9,1,20,Carnicería,4998,5990,5595.43,330
9,2,20,Carnicería,5500,5700,5630.0,331
9,1,21,Carnicería,4998,5990,5638.29,332
9,2,21,Carnicería,5500,5700,5630.0,333
9,1,22,Carnicería,4698,5500,5074.0,334
9,2,22,Carnicería,4790,5500,5096.67,335
9,1,23,Carnicería,3980,5490,4704.67,336
9,2,23,Carnicería,4290,5000,4563.33,337
10,1,24,Panadería,770,850,810.0,338
10,1,25,Panadería,1000,1000,1000.0,339
10,1,26,Panadería,770,850,810.0,340
1,1,24,Panadería,549,990,846.62,341
1,1,25,Panadería,799,1095,961.33,342
1,1,27,Panadería,1080,1080,1080.0,343
1,1,26,Panadería,750,990,868.92,344
2,1,24,Panadería,549,990,848.23,345
2,1,25,Panadería,799,1095,961.33,346
2,1,27,Panadería,1080,1080,1080.0,347
2,1,26,Panadería,750,990,870.67,348
3,1,24,Panadería,549,990,848.23,349
3,1,25,Panadería,799,1095,961.33,350
3,1,27,Panadería,1080,1080,1080.0,351
3,1,26,Panadería,750,990,870.67,352
4,1,24,Panadería,549,990,855.18,353
4,1,25,Panadería,749,1095,944.67,354
4,1,27,Panadería,1080,1080,1080.0,355
4,1,26,Panadería,750,990,882.8,356
5,1,24,Panadería,549,990,848.92,357
5,2,24,Panadería,899,1050,974.5,358
5,1,25,Panadería,799,1095,954.8,359
5,2,25,Panadería,999,1050,1024.5,360
5,1,27,Panadería,990,1080,1035.0,361
5,2,27,Panadería,1050,1050,1050.0,362
5,1,26,Panadería,750,990,870.67,363
5,2,26,Panadería,899,1050,974.5,364
6,1,24,Panadería,549,990,848.23,365
6,2,24,Panadería,899,899,899.0,366
6,1,25,Panadería,799,1095,978.0,367
6,2,25,Panadería,999,999,999.0,368
6,1,27,Panadería,1080,1080,1080.0,369
6,1,26,Panadería,750,990,870.67,370
6,2,26,Panadería,899,899,899.0,371
7,1,24,Panadería,549,990,849.83,372
7,2,24,Panadería,899,899,899.0,373
7,1,25,Panadería,799,1095,977.17,374
7,2,25,Panadería,999,999,999.0,375
7,1,27,Panadería,1080,1080,1080.0,376
7,1,26,Panadería,750,990,874.45,377
7,2,26,Panadería,899,899,899.0,378
8,1,24,Panadería,750,990,871.64,379
8,2,24,Panadería,899,1050,974.5,380
8,1,25,Panadería,990,1095,1042.5,381
8,2,25,Panadería,999,1050,1024.5,382
8,1,27,Panadería,1080,1080,1080.0,383
8,1,26,Panadería,750,990,868.91,384
8,2,26,Panadería,899,1050,974.5,385
11,1,24,Panadería,850,850,850.0,386
11,1,26,Panadería,850,850,850.0,387
9,1,24,Panadería,540,990,844.0,388
9,2,24,Panadería,899,1050,974.5,389
9,1,25,Panadería,799,1095,971.0,390
9,2,25,Panadería,999,999,999.0,391
9,1,27,Panadería,850,1080,965.0,392
9,1,26,Panadería,750,990,868.91,393
9,2,26,Panadería,899,1050,974.5,394
10,1,1,Supermercado,3990,4290,4090.0,395
10,1,28,Supermercado,690,929,825.58,396
10,1,29,Supermercado,690,899,773.5,397
10,1,30,Supermercado,499,779,661.67,398
10,1,2,Supermercado,3690,4999,4267.25,399
10,1,3,Supermercado,4990,4990,4990.0,400
10,1,31,Supermercado,519,599,574.25,401
10,1,4,Supermercado,3990,6590,4942.25,402
10,1,5,Supermercado,4590,5490,5023.33,403
10,1,6,Supermercado,2798,4990,3742.0,404
10,1,7,Supermercado,2590,4190,3317.25,405
10,1,8,Supermercado,2590,5190,3856.67,406
10,1,9,Supermercado,9390,9390,9390.0,407
10,1,32,Supermercado,1790,2629,2241.4,408
10,1,24,Supermercado,969,998,981.5,409
10,1,25,Supermercado,1050,1189,1119.5,410
10,1,27,Supermercado,1090,1498,1306.5,411
10,1,33,Supermercado,440,799,649.71,412
10,1,34,Supermercado,469,799,674.0,413
10,1,10,Supermercado,3890,4690,4190.0,414
10,1,35,Supermercado,1380,1679,1540.63,415
10,1,36,Supermercado,595,699,653.13,416
10,1,37,Supermercado,589,729,652.71,417
10,1,38,Supermercado,2925,4139,3503.14,418
10,1,39,Supermercado,2940,4449,3665.3,419
10,1,40,Supermercado,1050,1769,1533.1,420
10,1,11,Supermercado,5490,8199,6967.25,421
10,1,12,Supermercado,7290,7290,7290.0,422
10,1,41,Supermercado,960,1319,1104.33,423
10,1,42,Supermercado,1199,1599,1420.7,424
10,1,43,Supermercado,850,1319,1089.73,425
10,1,26,Supermercado,989,1089,1029.0,426
10,1,14,Supermercado,2198,2690,2542.0,427
10,1,15,Supermercado,1690,1799,1757.0,428
10,1,16,Supermercado,4890,4890,4890.0,429
10,1,17,Supermercado,1790,2590,2192.25,430
10,1,18,Supermercado,1590,1690,1642.0,431
10,1,44,Supermercado,1890,3429,2202.14,432
10,1,45,Supermercado,2390,4599,3305.44,433
10,1,19,Supermercado,3690,7990,5317.25,434
10,1,20,Supermercado,4290,4790,4456.67,435
10,1,21,Supermercado,4990,5190,5090.0,436
10,1,46,Supermercado,5560,8876,6875.33,437
10,1,47,Supermercado,4792,6933,5847.5,438
10,1,48,Supermercado,5180,9796,7397.52,439
10,1,22,Supermercado,3790,5199,4417.25,440
10,1,49,Supermercado,390,579,513.08,441
10,1,23,Supermercado,3490,4490,3990.0,442
10,1,50,Supermercado,869,1549,1310.09,443
10,1,51,Supermercado,129,179,156.08,444
1,1,1,Supermercado,3690,7290,4516.13,445
1,2,1,Supermercado,3690,6190,4940.0,446
1,1,28,Supermercado,690,919,813.29,447
1,2,28,Supermercado,790,899,838.5,448
1,1,29,Supermercado,639,899,770.92,449
1,2,29,Supermercado,710,905,808.8,450
1,1,30,Supermercado,459,779,645.11,451
1,2,30,Supermercado,650,797,704.0,452
1,1,2,Supermercado,3490,7290,4542.7,453
1,2,2,Supermercado,4590,4590,4590.0,454
1,1,3,Supermercado,5791,7399,6593.17,455
1,2,3,Supermercado,5790,6790,6290.0,456
1,1,31,Supermercado,459,639,557.05,457
1,2,31,Supermercado,560,598,581.0,458
1,1,4,Supermercado,3690,5690,4414.22,459
1,2,4,Supermercado,2998,2998,2998.0,460
1,1,5,Supermercado,4799,5190,4993.0,461
1,1,6,Supermercado,3167,3999,3404.6,462
1,2,6,Supermercado,2990,2990,2990.0,463
1,1,7,Supermercado,2690,2990,2755.0,464
1,2,7,Supermercado,2990,3290,3140.0,465
1,1,8,Supermercado,2980,4690,3942.67,466
1,2,8,Supermercado,2598,3690,3144.0,467
1,1,9,Supermercado,8990,14990,11394.5,468
1,2,9,Supermercado,8990,8990,8990.0,469
1,1,32,Supermercado,1215,2919,2071.0,470
1,2,32,Supermercado,1767,2455,2070.67,471
1,1,24,Supermercado,850,999,959.1,472
1,2,24,Supermercado,890,970,930.0,473
1,1,25,Supermercado,1050,1398,1205.67,474
1,2,25,Supermercado,1200,1200,1200.0,475
1,1,27,Supermercado,1090,1498,1301.71,476
1,2,27,Supermercado,890,1450,1170.0,477
1,1,33,Supermercado,440,799,641.19,478
1,2,33,Supermercado,519,730,645.8,479
1,1,34,Supermercado,440,799,642.41,480
1,2,34,Supermercado,519,788,647.43,481
1,1,10,Supermercado,3490,6990,4525.33,482
1,2,10,Supermercado,4390,6190,5290.0,483
1,1,35,Supermercado,1190,1699,1501.9,484
1,2,35,Supermercado,1380,1490,1435.0,485
1,1,36,Supermercado,565,749,642.15,486
1,2,36,Supermercado,588,765,635.17,487
1,1,37,Supermercado,565,749,646.87,488
1,2,37,Supermercado,589,775,659.5,489
1,1,38,Supermercado,2920,4139,3410.64,490
1,2,38,Supermercado,2485,4229,3357.0,491
1,1,39,Supermercado,2350,4221,3492.92,492
1,2,39,Supermercado,2940,4269,3683.6,493
1,1,40,Supermercado,950,1769,1394.04,494
1,2,40,Supermercado,1086,1790,1421.0,495
1,1,11,Supermercado,5469,8199,6589.6,496
1,2,11,Supermercado,5990,8590,7290.0,497
1,1,12,Supermercado,6590,8399,7493.86,498
1,2,12,Supermercado,6990,6990,6990.0,499
1,1,41,Supermercado,960,1969,1136.28,500
